elapsed_s,left_angle_x_deg,left_angular_velocity_x_dps,right_angle_x_deg,right_angular_velocity_x_dps,left_actual_torque_nm,right_actual_torque_nm
3.4705,0.4859,-0.6088,0.0376,-0.6943,0.0071,-0.0445
3.4800,0.4859,-0.3647,0.0321,-0.9995,0.0071,-0.0445
3.4901,0.4859,0.5508,0.0266,-0.8163,0.0071,-0.0445
3.5000,0.4914,0.6119,0.0266,-0.8163,0.0009,0.0921
3.5100,0.4969,-0.2426,0.0266,-0.7553,0.0009,0.0921
3.5200,0.4914,-0.6699,0.0211,-0.8774,0.0484,-0.0092
3.5300,0.4859,-0.3036,0.0211,-0.5722,0.0484,-0.0092
3.5400,0.4859,-0.1205,0.0211,-0.5112,0.0009,0.0165
3.5501,0.4859,-0.1205,0.0211,-0.5112,0.0009,0.0165
3.5600,0.4859,-0.1205,0.0211,-0.4501,0.0009,0.0165
3.5701,0.4804,-0.0595,0.0211,-0.4501,0.0009,0.0165
3.5800,0.4804,0.0015,0.0102,-0.8163,0.0071,-0.0519
3.5900,0.4804,0.1846,0.0102,-0.7553,0.0009,-0.0165
3.6000,0.4859,0.2457,0.0047,-0.5722,0.0009,-0.0165
3.6100,0.4859,0.2457,0.0047,-0.5722,0.0009,-0.0104
3.6200,0.4914,0.1846,0.0047,-0.5112,0.0009,-0.0104
